"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",66.8082260759547,50.6846408592537,3.39272185228765,8.08366390410811,21.0216396953911,7.83991133794188,56.9535902701318,54.1314997244626,47.47944411356,40.7410901272669,40.1421445421875,94.2855300847441,12.4987667193636,85.9092112397775,92.5812602974474,5.4116842104122,30.6481647538021,48.1102898484096,35.6585802743211,90.2497043833137
"2",44.8598711751401,14.2705991165712,19.3023182451725,96.2020879145712,3.12968674115837,90.0374029064551,50.9642939083278,41.8259920785204,92.0473187929019,68.8265782780945,51.0964930057526,36.6761215729639,16.7071278672665,19.9380931444466,94.6678739739582,22.4608876043931,84.0573316439986,97.3436417523772,47.4393390351906,35.8840628527105
"3",19.384918641299,63.9320482965559,3.32513777539134,40.2688861591741,40.6838085269555,66.1295368568972,64.3023492302746,51.499655097723,2.79677559155971,19.1820406820625,20.1580923050642,40.1511900126934,93.2050824165344,47.1016163006425,76.8140545347705,9.03226237278432,34.1027305461466,13.2651760242879,51.1043312260881,48.9136655116454
"4",6.52927260380238,58.400745363906,17.7172152558342,99.7494041454047,71.0853472352028,87.0626063551754,76.0436304844916,30.857091397047,64.5870891632512,39.6294586826116,80.8871648740023,72.4911615019664,87.8856410738081,87.7189534949139,59.5740952761844,55.8333451161161,3.29013539012522,49.0996083477512,81.9767640437931,4.40323366783559
"5",78.9902469376102,43.3131724363193,88.866939721629,22.3874427145347,78.4602766623721,25.292728934437,14.0142823569477,21.1398174054921,12.7064219210297,13.2380278781056,46.447235904634,58.07201678399,67.4702095100656,61.6829556180164,94.1527732880786,88.1671151379123,29.5891954563558,49.6938629075885,64.2421435564756,35.6204841285944
"6",75.0243545509875,21.857390506193,24.7620737878606,12.6366644399241,18.7829744070768,47.8879709262401,45.3684752807021,34.5014083664864,53.3154198434204,16.0577970324084,83.6692498996854,24.0102463169023,53.0675851274282,99.2958770133555,31.2956771114841,33.7469744728878,77.922857995145,53.372979676351,5.38030753377825,42.2335472656414
"7",83.9290854986757,8.68194848299026,3.52463566232473,35.9494911739603,48.6006571911275,35.1345736533403,63.8352362206206,0.823035161010921,10.6169159058481,62.4638954410329,60.4680962627754,20.7849811762571,42.6634013885632,38.634948246181,57.5547170126811,61.5321734221652,96.519312937744,96.2339799385518,34.5700287492946,96.0935998242348
"8",42.2135736560449,19.5511434227228,29.4837985886261,3.50707857869565,55.3079583449289,57.2108800522983,57.6358981896192,15.4760362114757,54.4317536754534,97.3558113444597,37.7052698051557,50.4378383979201,70.7743845880032,10.6345569016412,40.922104450874,3.84728484787047,48.5188830178231,19.3204860435799,3.28217369969934,96.7789471615106
"9",43.8124069711193,18.8397042220458,48.2502515427768,19.286204315722,17.7990426309407,88.8682737248018,50.5137484986335,80.018704244867,31.8134967237711,39.3911583116278,80.474928766489,48.4993921592832,71.019615419209,83.5634647402912,48.9517607958987,41.3927690126002,60.8484148513526,7.12323233019561,51.251028990373,30.7354295626283
"10",88.6565931607038,66.8931296560913,46.4487013407052,0.219986587762833,95.6314113922417,9.38187700230628,63.5804634308442,72.636207100004,14.3817916046828,66.801249445416,18.0904746986926,98.7807822879404,0.993650360032916,88.7544032884762,17.7875198656693,57.5160749256611,32.1969297481701,3.48075218498707,76.5724172117189,20.0700493063778
